"","Isocode","Country","Year","PopMale","PopFemale","PopTotal","GrowthRate","PopDensity","GDP","CO2","TFR","LEx","LExMale","LExFemale","CO2.norm","GDP.norm","PopTotal.norm","TFR.norm","Tech"
"357407","PAN","Panama",1985,1130.95,1102.114,2233.064,2.2027,29.57,5295.20295202952,0.321083497830783,3.41,71.743,69.134,74.636,1.05756653828032,1.18557453819299,0.897975531370739,1.10894308943089,0.60636674503235
"357475","PAN","Panama",1986,1155.689,1127.109,2282.798,2.1757,30.229,5360.30741410488,0.328982240215735,3.334,72.012,69.343,74.965,1.08358296608573,1.20015116410488,0.91797492013756,1.08422764227642,0.613737636296876
"357560","PAN","Panama",1987,1180.473,1152.535,2333.008,2.1505,30.894,5383.25210456358,0.374195030621412,3.262,72.271,69.553,75.271,1.23250228009085,1.20528838755807,0.938165721399917,1.06081300813008,0.695109616553521
"357609","PAN","Panama",1988,1205.461,1178.261,2383.722,2.1269,31.565,4455.25629887055,0.335190093475665,3.195,72.521,69.767,75.552,1.10403003959343,0.99751387754465,0.958559194716372,1.0390243902439,0.752347499201425
"357685","PAN","Panama",1989,1230.871,1204.093,2434.964,2.1055,32.244,4352.36472092032,0.282550378568225,3.132,72.764,69.989,75.808,0.930648344654804,0.974476869120728,0.979164991137119,1.01853658536585,0.649188192363803
"357728","PAN","Panama",1990,1256.864,1229.912,2486.776,2.0838,32.93,4466.36021730046,0.303605954054567,3.075,73,70.223,76.038,1,1,1,1,0.679761459630033
"357791","PAN","Panama",1991,1283.495,1255.645,2539.14,2.0649,33.623,4772.63416632528,0.348543207542711,3.024,73.23,70.469,76.241,1.14801176619898,1.06857349925303,1.02105698301737,0.983414634146341,0.73029525288563
"357867","PAN","Panama",1992,1310.728,1281.389,2592.117,2.0545,34.325,5064.28284451587,0.446739093952935,2.982,73.455,70.727,76.42,1.47144378424358,1.1338724594804,1.0423604699418,0.969756097560976,0.882136933636537
"357898","PAN","Panama",1993,1338.52,1307.402,2645.922,2.0537,35.037,5229.70843183609,0.406285597232269,2.948,73.673,70.99,76.58,1.33820036071904,1.17091057984504,1.06399691809797,0.95869918699187,0.776880016405861
"357977","PAN","Panama",1994,1366.788,1334.035,2700.823,2.0588,35.764,5287.86707882535,0.438014634798356,2.921,73.887,71.257,76.727,1.44270765756996,1.18393206583356,1.08607409754638,0.949918699186992,0.828338965917534
"358041","PAN","Panama",1995,1395.471,1361.533,2757.004,2.0649,36.508,5286.20166793025,0.295248030108045,2.901,74.096,71.521,76.87,0.972471146119157,1.1835591870656,1.10866599967186,0.943414634146341,0.558525854015792
"358136","PAN","Panama",1996,1424.537,1389.988,2814.525,2.0664,37.27,5308.55018587361,0.448032971815848,2.884,74.303,71.777,77.014,1.47570548545739,1.18856292990228,1.13179675209991,0.937886178861788,0.843983679401002
"358179","PAN","Panama",1997,1453.995,1419.293,2873.288,2.0603,38.048,5432.94460641399,0.535971333190408,2.87,74.505,72.022,77.167,1.76535185174293,1.21641433786945,1.15542694637555,0.933333333333333,0.986520886956318
"358223","PAN","Panama",1998,1483.856,1449.244,2933.1,2.0445,38.84,5543.08187343582,0.552998533974293,2.855,74.705,72.249,77.333,1.82143507592378,1.24107362679004,1.17947897197013,0.928455284552845,0.997637319095781
"358335","PAN","Panama",1999,1514.143,1479.542,2993.685,2.0213,39.643,5617.97752808989,0.516420398271695,2.839,74.902,72.458,77.515,1.70095609580463,1.25784246114513,1.20384184180642,0.923252032520325,0.919228308923617
"358386","PAN","Panama",2000,1544.855,1509.957,3054.812,1.9963,40.452,5655.1724137931,0.516889419054266,2.821,75.094,72.642,77.715,1.70250092974582,1.26617024571547,1.22842266452628,0.91739837398374,0.914011777595958
"358408","PAN","Panama",2001,1575.994,1540.415,3116.409,1.9712,41.268,5587.05962059621,0.613205776263642,2.799,75.28,72.8,77.933,2.01974226155469,1.25092006662488,1.25319248697912,0.910243902439024,1.09754650550553
"358506","PAN","Panama",2002,1607.494,1570.956,3178.45,1.9428,42.089,5614.71861471861,0.503704635907439,2.775,75.46,72.935,78.165,1.65907364193822,1.25711280361355,1.27814085386058,0.902439024390244,0.897114656088037
"358535","PAN","Panama",2003,1639.207,1601.598,3240.805,1.9111,42.915,5730.84479371316,0.517772590452064,2.75,75.634,73.052,78.405,1.70540986939605,1.28311298571815,1.30321548864876,0.894308943089431,0.90348388255091
"358639","PAN","Panama",2004,1670.937,1632.398,3303.335,1.8771,43.743,5869.52319587629,0.479212674463837,2.724,75.804,73.159,78.648,1.5784034142417,1.314162519436,1.32836049567794,0.885853658536585,0.816442253436386
"358677","PAN","Panama",2005,1702.541,1663.388,3365.929,1.8421,44.572,5942.31378763867,0.554081800299412,2.696,75.973,73.265,78.89,1.8250030768495,1.33046003871813,1.35353123884097,0.876747967479675,0.932434435643613
"358780","PAN","Panama",2006,1733.949,1694.56,3428.509,1.8072,45.4,6099.1890205864,0.586260674829787,2.667,76.146,73.382,79.125,1.93099202107354,1.36558376929858,1.37869635222473,0.867317073170732,0.961210864019791
"358822","PAN","Panama",2007,1765.176,1725.858,3491.034,1.7729,46.228,6410.06752608963,0.556568626945484,2.637,76.326,73.518,79.352,1.83319404482249,1.4351882101359,1.40383934861845,0.857560975609756,0.868272642495875
"358902","PAN","Panama",2008,1796.262,1757.218,3553.48,1.7398,47.055,6674.92447129909,0.581401893355246,2.608,76.513,73.678,79.568,1.91498844337799,1.49448860963873,1.42895057697195,0.848130081300813,0.871023928218459
"358919","PAN","Panama",2009,1827.289,1788.557,3615.846,1.7078,47.881,NA,0.651299861775087,2.578,76.71,73.865,79.772,2.14521439081537,NA,1.45402963515813,0.838373983739837,NA
"359019","PAN","Panama",2010,1858.313,1819.815,3678.128,1.6757,48.706,NA,0.714222017287055,2.549,76.916,74.077,79.964,2.35246380299475,NA,1.47907491466863,0.828943089430894,NA
"359096","PER","Peru",1960,5004.023,4927.495,9931.518,2.8455,7.728,2969.0866982177,0.224436989390746,6.876,47.692,46.455,48.99,0.846431662620811,0.986969215923643,0.45615938059993,1.79623824451411,0.755912548884045
"359130","PER","Peru",1961,5148.662,5069.512,10218.174,2.883,7.951,3142.15806214828,0.230667436275796,6.872,48.233,46.97,49.559,0.869928892422815,1.04450074858651,0.469325628036148,1.79519331243469,0.734105133202912
"359188","PER","Peru",1962,5299.446,5217.601,10517.047,2.8996,8.183,3280.55912138069,0.258532647044365,6.86,48.752,47.464,50.106,0.975018506858231,1.09050734886383,0.483053008136355,1.79205851619645,0.788074951490454
"359255","PER","Peru",1963,5455.527,5370.932,10826.459,2.891,8.424,3334.44179644922,0.257794353629381,6.836,49.247,47.935,50.628,0.972234139965576,1.1084187630358,0.497264449556507,1.78578892371996,0.773125966402836
"359304","PER","Peru",1964,5615.699,5528.319,11144.018,2.8661,8.671,3465.15906133621,0.300161037069395,6.8,49.726,48.39,51.133,1.13201396236119,1.15187115413998,0.511850086590436,1.77638453500522,0.866225855022219
"359403","PER","Peru",1965,5779.112,5688.931,11468.043,2.8349,8.923,3593.95847322386,0.28452980164096,6.75,50.212,48.852,51.645,1.07306301747272,1.19468602197072,0.526732710102662,1.76332288401254,0.791689174376381
"359465","PER","Peru",1966,5945.379,5852.424,11797.803,2.8089,9.18,3788.35916042182,0.306412982145913,6.684,50.735,49.348,52.195,1.1555922694847,1.25930774350346,0.541878744912912,1.74608150470219,0.80882769866993
"359495","PER","Peru",1967,6114.794,6019.101,12133.895,2.7929,9.441,3830.55010632861,0.306908869740508,6.605,51.317,49.9,52.808,1.15746243786606,1.27333265049782,0.557315611517251,1.72544409613375,0.801213562598883
"359612","PER","Peru",1968,6288.007,6189.553,12477.56,2.7907,9.709,3685.47611413915,0.316969022789712,6.515,51.969,50.517,53.494,1.19540285087362,1.22510786662469,0.573100309640325,1.70193312434692,0.860049049222368
"359674","PER","Peru",1969,6465.998,6364.679,12830.677,2.7965,9.983,3676.48549001879,0.325236150828207,6.415,52.687,51.198,54.251,1.22658112923904,1.22211924751698,0.58931914265249,1.67580982236155,0.884638744559671
"359733","PER","Peru",1970,6649.437,6545.111,13194.548,2.7991,10.266,3854.22351585713,0.367576062476714,6.307,53.455,51.924,55.06,1.38625998569292,1.28120204900836,0.606031912037621,1.64759665621735,0.95369679771924
"359769","PER","Peru",1971,6838.297,6730.8,13569.097,2.7943,10.558,3915.81848868318,0.374085320489639,6.192,54.243,52.669,55.893,1.41080871136093,1.3016771473177,0.623235127079302,1.61755485893417,0.95531833656426
"359840","PER","Peru",1972,7032.171,6921.43,13953.601,2.7865,10.857,3929.64377593212,0.355177133128574,6.073,55.02,53.401,56.715,1.33949921594924,1.30627288139451,0.640895580041094,1.58646812957158,0.903840534615188
"359912","PER","Peru",1973,7230.852,7117.029,14347.881,2.7751,11.164,4022.84272802659,0.375525835487484,5.952,55.76,54.098,57.501,1.41624140544565,1.33725361925198,0.659005049367227,1.55485893416928,0.933483759808076
"359998","PER","Peru",1974,7434.026,7317.592,14751.618,2.759,11.478,4119.33763073524,0.394871938793426,5.828,56.453,54.748,58.24,1.48920243754172,1.36932998082274,0.677548883234847,1.52246603970742,0.958581146267798
"360062","PER","Peru",1975,7641.317,7522.971,15164.288,2.7425,11.799,4325.97712093879,0.395007005933942,5.702,57.098,55.35,58.931,1.48971182373792,1.43802006513301,0.696503014072869,1.48955067920585,0.913104704188127
"360101","PER","Peru",1976,7852.703,7733.221,15585.924,2.7204,12.127,4270.60618694977,0.392661994245577,5.572,57.705,55.915,59.584,1.48086795113191,1.41961393124109,0.715868957587107,1.45559038662487,0.919452595384429
"360166","PER","Peru",1977,8067.81,7947.927,16015.737,2.6836,12.462,4156.94737099501,0.397421611006724,5.437,58.293,56.46,60.22,1.49881815773338,1.38183202593903,0.735610474629496,1.42032392894462,0.95604195949105
"360197","PER","Peru",1978,8285.471,8165.881,16451.352,2.6297,12.8,4049.06691984275,0.372309825964456,5.297,58.88,57.001,60.855,1.40411269041088,1.34597093628101,0.755618480312015,1.3837513061651,0.919495363585926
"360280","PER","Peru",1979,8504.201,8385.509,16889.71,2.565,13.142,4180.79757968256,0.359627252332929,5.153,59.469,57.544,61.493,1.35628219725383,1.38976019515756,0.77575247329889,1.34613375130617,0.860188147066989
"360351","PER","Peru",1980,8722.903,8605.639,17328.542,2.4955,13.483,4262.83490460818,0.379604931563198,5.009,60.063,58.089,62.137,1.43162512665279,1.41703063973802,0.795908237332891,1.30851619644723,0.890498787914212
"360387","PER","Peru",1981,8940.901,8825.517,17766.418,2.4304,13.824,4342.37550886245,0.369967654706762,4.866,60.659,58.636,62.783,1.39527953007856,1.44347113669692,0.816020091828807,1.27115987460815,0.851993693202458
"360491","PER","Peru",1982,9158.288,9045.214,18203.502,2.3752,14.164,4247.12485555494,0.354602097991914,4.729,61.25,59.178,63.425,1.33733055405394,1.41180838240026,0.836095569385223,1.23537095088819,0.834922706659115
"360551","PER","Peru",1983,9375.685,9265.369,18641.054,2.3336,14.504,3594.10467430477,0.299178361910222,4.598,61.832,59.711,64.056,1.12830794504625,1.19473462141589,0.856192542405889,1.20114942528736,0.832414158800465
"360602","PER","Peru",1984,9594.125,9487.058,19081.183,2.3003,14.847,3675.66145915523,0.295736380705536,4.475,62.401,60.234,64.673,1.11532701047882,1.22184532722499,0.87640787827137,1.16901776384535,0.804580029994124
"360692","PER","Peru",1985,9814.276,9710.924,19525.2,2.2688,15.192,3666.06628242075,0.272519615676152,4.36,62.957,60.748,65.272,1.02776833720556,1.21865574570689,0.896801791839853,1.13897596656217,0.74335703362189
"360756","PER","Peru",1986,10036.17,9937.088,19973.258,2.2319,15.541,3946.00856207504,0.298298855399555,4.25,63.497,61.252,65.849,1.1249910133759,1.31171278321952,0.917381310474653,1.11024033437827,0.755950856940593
"360797","PER","Peru",1987,10259.238,10164.817,20424.055,2.1873,15.892,4192.2090729783,0.344250933519323,4.144,64.023,61.748,66.404,1.29829263352943,1.39355354770513,0.938086632691891,1.08254963427377,0.821168332796805
"360851","PER","Peru",1988,10482.836,10392.878,20875.714,2.1326,16.243,3766.44133268952,0.327988781605266,4.038,64.536,62.239,66.94,1.23696227831582,1.25202192687012,0.958831546982172,1.05485893416928,0.870818771976086
"360907","PER","Peru",1989,10706.075,10619.615,21325.69,2.0714,16.593,3237.01007044584,0.279287563497359,3.933,65.039,62.725,67.46,1.05329267409133,1.07603098726712,0.979499160276015,1.02742946708464,0.862794855188363
"361007","PER","Peru",1990,10928.241,10843.794,21772.035,2.0068,16.94,3008.28703703704,0.265156656233558,3.828,65.535,63.208,67.969,1,1,1,1,0.881420732028018
"361029","PER","Peru",1991,11148.766,11064.593,22213.359,1.9449,17.284,3028.22859194282,0.250659974477521,3.722,66.029,63.69,68.474,0.945327860284719,1.0066288737279,1.02027022278809,0.972309299895507,0.827744560448472
"361113","PER","Peru",1992,11367.505,11282.107,22649.612,1.8899,17.623,2952.72682238701,0.245478818798309,3.617,66.522,64.172,68.98,0.925787880588158,0.981530946360508,1.04030753211631,0.944879832810867,0.831363121495477
"361171","PER","Peru",1993,11584.629,11497.106,23081.735,1.8442,17.959,3029.957422313,0.278315299954704,3.514,67.018,64.653,69.492,1.04962592268306,1.00720356302745,1.06015514856558,0.917972831765935,0.918545250521193
"361278","PER","Peru",1994,11800.519,11710.839,23511.358,1.8036,18.294,3351.22749200184,0.269444240524091,3.413,67.517,65.133,70.011,1.01617000437189,1.11399858149925,1.07988793881693,0.89158829676071,0.804016561594686
"361320","PER","Peru",1995,12015.243,11924.018,23939.261,1.7668,18.627,3572.67353442365,0.272063536130042,3.317,68.02,65.613,70.538,1.02604829912472,1.1876105871674,1.09954172864411,0.866509926854754,0.761512445815825
"361391","PER","Peru",1996,12228.978,12137.007,24365.985,1.7246,18.959,3598.82988624442,0.272675206850862,3.226,68.527,66.094,71.075,1.02835512682993,1.1963053531584,1.11914136643635,0.842737722048067,0.757677399237711
"361440","PER","Peru",1997,12440.959,12348.896,24789.855,1.668,19.288,3782.66213762366,0.301494300793611,3.142,69.035,66.574,71.614,1.13704217377083,1.25741396716895,1.13860991864105,0.820794148380355,0.797042637762556
"361534","PER","Peru",1998,12649.204,12557.613,25206.817,1.5926,19.613,3699.8355462861,0.300831318765872,3.064,69.538,67.049,72.149,1.13454183288874,1.22988115852475,1.15776118309565,0.800417972831766,0.813093757823499
"361550","PER","Peru",1999,12851.118,12760.364,25611.482,1.5059,19.928,3679.94957259122,0.31259417162974,2.993,70.032,67.514,72.672,1.17890373211826,1.22327076082997,1.17634764044794,0.781870428422153,0.849452323906787
"361644","PER","Peru",2000,13044.892,12955.188,26000.08,1.4217,20.23,3736.81780483095,0.31776825302076,2.929,70.506,67.963,73.175,1.19841703215951,1.24217461925158,1.19419613279145,0.765151515151515,0.850371277427415
"361707","PER","Peru",2001,13230.414,13141.944,26372.358,1.3467,20.52,3695.38138860427,0.280900175858374,2.872,70.953,68.388,73.645,1.05937440850419,1.22840052930719,1.21129503971494,0.750261233019854,0.76013852514549
"361736","PER","Peru",2002,13408.452,13321.457,26729.909,1.2766,20.798,3831.40305606916,0.277367199416953,2.82,71.368,68.784,74.079,1.04605029855498,1.27361618386084,1.22771752847173,0.736677115987461,0.723931143129376
"361852","PER","Peru",2003,13579.293,13494.041,27073.334,1.2134,21.065,3936.92738873997,0.265722721848739,2.773,71.749,69.15,74.475,1.00213483464161,1.30869406418664,1.2434912032798,0.724399164054337,0.674949511664182
"361914","PER","Peru",2004,13743.522,13660.323,27403.845,1.1589,21.322,4084.059556093,0.317400715118627,2.73,72.098,69.489,74.835,1.19703091609003,1.35760301653779,1.25867173187991,0.713166144200627,0.777169653770344
"361946","PER","Peru",2005,13902.059,13821.222,27723.281,1.1027,21.571,4313.14955871754,0.365288653965597,2.689,72.421,69.803,75.165,1.37763335514323,1.43375598990903,1.27334358042324,0.702455590386625,0.846918589287709
"362040","PER","Peru",2006,14054.405,13976.283,28030.688,1.0565,21.81,4595.6367140039,0.34112612576616,2.65,72.724,70.1,75.473,1.28650787278629,1.52765898247871,1.28746293123266,0.69226750261233,0.742282619352124
"362051","PER","Peru",2007,14201.786,14126.624,28328.41,1.0437,22.042,4949.58758167748,0.415942864424795,2.614,73.018,70.39,75.771,1.56866838771122,1.64531759128693,1.30113744535134,0.682863113897597,0.840358631019165
"362140","PER","Peru",2008,14348.96,14276.668,28625.628,1.0725,22.273,5375.59172061313,0.393249014484503,2.579,73.312,70.679,76.067,1.48308181310794,1.78692779459893,1.31478881050853,0.673719958202717,0.731545539399056
"362213","PER","Peru",2009,14502.13,14432.173,28934.303,1.129,22.513,5364.62491814454,0.446321447591117,2.545,73.609,70.971,76.368,1.68323682283119,1.78328226399178,1.32896640116553,0.664838035527691,0.831971394834228
"362274","PER","Peru",2010,14665.647,14597.183,29262.83,1.1959,22.769,5773.59548004205,0.536585149146545,2.511,73.912,71.269,76.673,2.02365332542851,1.91923024929451,1.34405580369497,0.655956112852665,0.929377804526474
"362345","PHL","Philippines",1960,13221.39,13050.341,26271.731,3.3374,87.572,1476.1852868065,0.0865188517650398,7.148,57.867,56.609,59.075,0.470605791036149,0.671781399166445,0.424088577953418,1.65462962962963,0.586097507801411
"362430","PHL","Philippines",1961,13682.532,13480.785,27163.317,3.319,90.544,1512.38724376163,0.0875813509815462,7.087,58.173,56.913,59.392,0.476385089698332,0.688256161185309,0.438480908586797,1.64050925925926,0.579093425594576
"362455","PHL","Philippines",1962,14156.55,13923.441,28079.991,3.2778,93.6,1536.77145234416,0.100498607709668,7.02,58.476,57.203,59.716,0.546646491653402,0.699352910289599,0.453278219548411,1.625,0.653959361077207
"362518","PHL","Philippines",1963,14639.915,14375.727,29015.642,3.2092,96.719,1595.39168331937,0.107941778437989,6.947,58.775,57.477,60.051,0.587132457162182,0.726029765245376,0.468381864681299,1.60810185185185,0.676584813413375
"362566","PHL","Philippines",1964,15127.813,14834.089,29961.902,3.1255,99.873,1600.18726156317,0.116848389664982,6.867,59.072,57.736,60.395,0.635578578861918,0.728212133740188,0.483656764449959,1.58958333333333,0.730216971923877
"362662","PHL","Philippines",1965,15616.979,15296.157,30913.136,3.0389,103.044,1633.15209476232,0.123345622391724,6.781,59.368,57.984,60.75,0.670919262245211,0.743213747675604,0.499011956475979,1.56967592592593,0.755261085524767
"362692","PHL","Philippines",1966,16106.004,15760.968,31866.972,2.9658,106.223,1653.90470003825,0.137979849481777,6.689,59.668,58.226,61.117,0.750519856513615,0.752657829210094,0.514409151005748,1.54837962962963,0.834267231229137
"362795","PHL","Philippines",1967,16596.427,16229.808,32826.235,2.9141,109.421,1690.09463579643,0.151464217568661,6.589,59.97,58.467,61.491,0.823865972194671,0.769127120630798,0.529893950296413,1.52523148148148,0.896187789491955
"362863","PHL","Philippines",1968,17091.569,16705.341,33796.91,2.8894,112.656,1721.70123805342,0.179543041064997,6.485,60.27,58.704,61.864,0.97659635029473,0.783510631750213,0.545562966563553,1.50115740740741,1.04282344170229
"362888","PHL","Philippines",1969,17596.285,17191.407,34787.692,2.8826,115.959,1749.87313606397,0.179201310624459,6.376,60.563,58.934,62.227,0.974737560897856,0.796331079990585,0.561556557904826,1.47592592592593,1.02408172873344
"362951","PHL","Philippines",1970,18114.174,17690.886,35805.06,2.881,119.35,1764.13160024885,0.18874427245758,6.264,60.832,59.143,62.567,1.02664501240334,0.802819812201705,0.577979310877415,1.45,1.06989905079052
"363044","PHL","Philippines",1971,18646.66,18204.931,36851.591,2.8741,122.839,1807.71514363202,0.20414315354797,6.152,61.063,59.313,62.866,1.11040482276577,0.822653781566024,0.594872824425273,1.42407407407407,1.12928828564113
"363079","PHL","Philippines",1972,19193.02,18733.105,37926.125,2.8613,126.42,1853.35957591921,0.190132791051024,6.041,61.245,59.435,63.117,1.03419764258399,0.843425618855084,0.612218373373783,1.39837962962963,1.0258818284451
"363193","PHL","Philippines",1973,19752.16,19274.815,39026.975,2.8394,130.09,1963.51660242291,0.220411651172042,5.931,61.381,59.508,63.323,1.19889477654067,0.893555803767551,0.629988725507794,1.37291666666667,1.12253520494841
"363262","PHL","Philippines",1974,20322.137,19828.862,40150.999,2.8125,133.837,1978.54145088128,0.207367194026729,5.824,61.475,59.539,63.488,1.12794148776866,0.900393301614085,0.648133161431926,1.34814814814815,1.04808112023311
"363274","PHL","Philippines",1975,20901.756,20394.539,41296.295,2.7848,137.654,2033.29772562511,0.214789244410425,5.718,61.544,59.544,63.628,1.16831257245914,0.925311749988633,0.666620978316764,1.32361111111111,1.05635904522733
"363348","PHL","Philippines",1976,21490.729,20971.732,42462.461,2.7622,141.542,2152.30716400782,0.225611040302162,5.613,61.605,59.543,63.759,1.22717604223673,0.979470484495266,0.685445686920763,1.29930555555556,1.0482288219589
"363432","PHL","Philippines",1977,22090.313,21561.375,43651.688,2.7476,145.506,2210.94713060534,0.229613113701353,5.506,61.681,59.558,63.903,1.24894469588143,1.00615632072466,0.704642655224595,1.27453703703704,1.03852828737016
"363487","PHL","Philippines",1978,22702.673,22165.022,44867.695,2.743,149.559,2261.53154398696,0.227780812007392,5.399,61.792,59.61,64.079,1.23897817678748,1.02917624125985,0.724271916783774,1.24976851851852,1.00719714749513
"363558","PHL","Philippines",1979,23330.719,22784.726,46115.445,2.7441,153.718,2323.21573948686,0.225520972420411,5.29,61.946,59.709,64.294,1.22668613205099,1.05724744311354,0.74441358628935,1.22453703703704,0.970727636643092
"363597","PHL","Philippines",1980,23976.512,23421.92,47398.432,2.7427,157.995,2375.57062516973,0.212876240294194,5.183,62.155,59.865,64.56,1.15790708513461,1.08107306898285,0.765124065258654,1.19976851851852,0.896105710513169
"363666","PHL","Philippines",1981,24639.98,24076.442,48716.422,2.7364,162.388,2396.31927932048,0.194041344005108,5.078,62.422,60.085,64.878,1.05545760636343,1.09051535244198,0.786399576371981,1.17546296296296,0.80974745594056
"363729","PHL","Philippines",1982,25320.276,24747.63,50067.906,2.7293,166.893,2420.73998784514,0.190621113653125,4.978,62.735,60.354,65.236,1.03685379716481,1.10162871191517,0.808215760759937,1.15231481481481,0.787449765816484
"363828","PHL","Philippines",1983,26017.586,25435.665,51453.251,2.7212,171.511,2407.10591732463,0.18770436876768,4.883,63.079,60.657,65.622,1.02098861858161,1.09542412834937,0.830578542680355,1.13032407407407,0.779792727094883
"363865","PHL","Philippines",1984,26731.951,26140.66,52872.611,2.7098,176.242,2176.40625946812,0.159855922379169,4.795,63.442,60.982,66.023,0.869511340804229,0.990437484513255,0.853490408061588,1.1099537037037,0.734494865945825
"363949","PHL","Philippines",1985,27462.787,26862.165,54324.952,2.6998,181.083,1966.7559617393,0.140800860716821,4.712,63.807,61.312,66.425,0.765864306846766,0.895029969208307,0.876934665670401,1.09074074074074,0.715904074811113
"364002","PHL","Philippines",1986,28210.828,27600.788,55811.616,2.6832,186.039,1983.08892537991,0.142712226788058,4.632,64.157,61.627,66.811,0.776260884281205,0.902462763224809,0.900932978596738,1.07222222222222,0.719646128630959
"364061","PHL","Philippines",1987,28974.388,28355.027,57329.415,2.6471,191.098,2018.72731009335,0.15546992761046,4.554,64.479,61.915,67.171,0.845654406789266,0.918681055170137,0.925433884895189,1.05416666666667,0.770138328406875
"364157","PHL","Philippines",1988,29747.489,29119.74,58867.229,2.5877,196.224,2105.30775179601,0.174783154817768,4.476,64.766,62.166,67.496,0.950705691936219,0.95808202386106,0.950257881167717,1.03611111111111,0.830202399951565
"364171","PHL","Philippines",1989,30522.271,29888.167,60410.438,2.5145,201.368,2184.08805571367,0.176691319470321,4.397,65.012,62.376,67.784,0.961084855753378,0.993933311138862,0.975168965644599,1.01782407407407,0.808993570603019
"364239","PHL","Philippines",1990,31293.169,30655.519,61948.688,2.4363,206.496,2197.41911377446,0.183845701461829,4.32,65.219,62.546,68.035,1,1,1,1,0.836643771365225
"364341","PHL","Philippines",1991,32057.185,31419.264,63476.449,2.3665,211.588,2135.95759072514,0.18873141438646,4.246,65.394,62.683,68.255,1.02657507293226,0.972030131774114,1.02466171680666,0.98287037037037,0.883591580684836
"364381","PHL","Philippines",1992,32815.817,32180.69,64996.507,2.3125,216.655,2098.90587745168,0.204549453711413,4.177,65.552,62.802,68.457,1.11261482909287,0.955168663226216,1.04919908876843,0.966898148148148,0.97455277013069
"364479","PHL","Philippines",1993,33573.534,32943.551,66517.085,2.2796,221.724,2098.96384126245,0.202865173661774,4.113,65.703,62.916,68.653,1.10345345063123,0.955195041357906,1.073744854774,0.952083333333333,0.966501516956855
"364531","PHL","Philippines",1994,34337.191,33713.616,68050.807,2.2604,226.836,2143.92944912611,0.219600628689091,4.056,65.854,63.03,68.848,1.19448334632227,0.975657959688689,1.09850279637884,0.938888888888889,1.02429036915652
"364591","PHL","Philippines",1995,35111.587,34494.952,69606.539,2.242,232.022,2193.16840830316,0.237851216823178,4.006,66.008,63.148,69.043,1.29375457207827,0.998065591836963,1.1236160320296,0.927314814814815,1.08450958860566
"364655","PHL","Philippines",1996,35897.036,35287.682,71184.718,2.2176,237.282,2267.17980645132,0.238141000994062,3.962,66.166,63.27,69.241,1.2953308078487,1.03174664871147,1.14909161595158,0.91712962962963,1.05038427175659
"364681","PHL","Philippines",1997,36691.116,36089.812,72780.928,2.191,242.603,2330.87513506307,0.266622046918665,3.923,66.322,63.392,69.437,1.4502490120718,1.06073307565773,1.17485826334207,0.908101851851852,1.14387099895615
"364796","PHL","Philippines",1998,37492.496,36900.651,74393.147,2.1606,247.977,2267.24804493922,0.253813701415266,3.888,66.476,63.512,69.629,1.38058001572565,1.03177770263626,1.20088333428466,0.9,1.11947919409087
"364836","PHL","Philippines",1999,38299.033,37718.973,76018.006,2.1265,253.393,2286.89095640136,0.248099114833399,3.852,66.627,63.629,69.818,1.34949641389853,1.04071678546257,1.22711244506098,0.891666666666667,1.08487514080604
"364893","PHL","Philippines",2000,39108.552,38543.296,77651.848,2.0974,258.839,2335.62006784362,0.257443969652854,3.813,66.774,63.743,70.003,1.40032629322206,1.06289239644948,1.25348656294383,0.882638888888889,1.10225106042414
"364961","PHL","Philippines",2001,39922.712,39375.044,79297.756,2.0667,264.326,2349.03751452549,0.244344871499264,3.766,66.917,63.853,70.184,1.32907579321345,1.06899839898571,1.28005545492747,0.871759259259259,1.04019144006145
"365047","PHL","Philippines",2002,40740.574,40213.078,80953.652,2.019,269.846,2381.90559266633,0.240310344491932,3.709,67.056,63.959,70.361,1.30713061323235,1.08395598169481,1.3067855771215,0.858564814814815,1.00889953502702
"365061","PHL","Philippines",2003,41554.354,41050.327,82604.681,1.9501,275.349,2447.97640253464,0.236148844882047,3.642,67.192,64.061,70.535,1.28449478559648,1.11402344104025,1.33343713429411,0.843055555555555,0.964669612981312
"365149","PHL","Philippines",2004,42353.844,41877.485,84231.329,1.8699,280.771,2556.81542880143,0.239792013729238,3.566,67.326,64.163,70.705,1.30431123394541,1.16355383129877,1.35969512380956,0.825462962962963,0.93785421907301
"365221","PHL","Philippines",2005,43132.663,42688.551,85821.214,1.7847,286.071,2625.23565062018,0.237785030633568,3.485,67.46,64.267,70.874,1.29339456262967,1.19469045944125,1.38535967057123,0.806712962962963,0.905766423587133
"365251","PHL","Philippines",2006,43886.55,43480.023,87366.573,1.7124,291.222,2708.04309756019,0.211293625995837,3.403,67.598,64.376,71.043,1.14929870165992,1.23237441623444,1.41030546119072,0.787731481481481,0.78024469472514
"365334","PHL","Philippines",2007,44620.013,44255.535,88875.548,1.669,296.252,2829.25433319311,0.21377083379559,3.326,67.741,64.493,71.212,1.16277308686477,1.28753514314043,1.43466392702296,0.769907407407407,0.755573054311903
"365416","PHL","Philippines",2008,45346.242,45025.045,90371.287,1.6626,301.238,2888.33372474852,0.229165708351592,3.257,67.891,64.62,71.382,1.2465111043087,1.31442095258164,1.45880873215588,0.753935185185185,0.793418386483525
