"","Isocode","Country","Year","PopMale","PopFemale","PopTotal","GrowthRate","PopDensity","GDP","CO2","TFR","LEx","LExMale","LExFemale","CO2.norm","GDP.norm","PopTotal.norm","TFR.norm","Tech"
"201751","HUN","Hungary",2001,4848.312,5347.818,10196.13,-0.2705,109.598,7035.29836830067,1.52508844041808,1.293,72.107,67.825,76.39,0.922538238824361,1.08925616420675,0.981807425108047,0.708105147864184,2.16776654034995
"201830","HUN","Hungary",2002,4832.297,5336.294,10168.591,-0.2594,109.302,7364.78594412219,1.50433821165587,1.288,72.431,68.176,76.66,0.909986258893124,1.14026983188718,0.979155635195595,0.705366922234392,2.04260955181797
"201905","HUN","Hungary",2003,4817.314,5324.929,10142.243,-0.2406,109.019,7664.11678965199,1.58830743850251,1.288,72.74,68.509,76.921,0.960779918196779,1.186614414812,0.976618529250815,0.705366922234392,2.07239461779474
"201945","HUN","Hungary",2004,4803.905,5313.967,10117.872,-0.2168,108.757,8047.2330408901,1.54577958685384,1.292,73.028,68.817,77.17,0.9350544793821,1.2459312648477,0.974271792914842,0.707557502738226,1.92088333840877
"202015","HUN","Hungary",2005,4792.404,5303.56,10095.964,-0.1878,108.521,8378.72876485689,1.56438751168289,1.299,73.292,69.097,77.402,0.946310562468837,1.29725584865866,0.972162224179521,0.711391018619934,1.8670941088873
"202051","HUN","Hungary",2006,4783.112,5293.905,10077.017,-0.1612,108.318,8715.09624965286,1.54887105975905,1.308,73.526,69.344,77.612,0.936924536156362,1.34933471398492,0.97033777654267,0.71631982475356,1.77722771543774
"202117","HUN","Hungary",2007,4775.828,5284.958,10060.786,-0.1465,108.143,8735.56217068973,1.51409641354065,1.32,73.734,69.563,77.801,0.91588907353803,1.35250339702841,0.968774858424038,0.72289156626506,1.73325583855481
"202237","HUN","Hungary",2008,4769.741,5276.317,10046.058,-0.149,107.985,8825.76483362075,1.4836665287021,1.333,73.918,69.758,77.971,0.897481791951864,1.36646923066927,0.967356667428338,0.730010952902519,1.68106283893974
"202304","HUN","Hungary",2009,4763.699,5267.397,10031.096,-0.1643,107.824,8236.67530380717,1.32328511261382,1.349,74.081,69.932,78.122,0.800465786048832,1.27526209658235,0.965915944066193,0.738773274917853,1.60657676040983
"202316","HUN","Hungary",2010,4756.861,5257.772,10014.633,-0.184,107.647,8352.68315529696,1.37738447330022,1.364,74.227,70.091,78.258,0.833190923559859,1.29322327757518,0.964330686165445,0.746987951807229,1.64903235007392
"202399","IDN","Indonesia",1960,44081.647,44611.05,88692.697,2.4144,46.568,1014.74284982912,0.0658115064422948,5.666,44.796,43.627,46.045,0.288232097463812,0.403563416591394,0.496507242977327,1.81486226777707,0.648553537020508
"202446","IDN","Indonesia",1961,45173.446,45686.751,90860.197,2.4365,47.706,1047.73368854273,0.0781090096029618,5.656,45.612,44.432,46.868,0.342090994200583,0.416683879169395,0.508641043003201,1.81165919282511,0.745504420227264
"202537","IDN","Indonesia",1962,46303.257,46797.895,93101.152,2.461,48.883,1024.75206982623,0.0673568464544886,5.645,46.416,45.222,47.682,0.295000163066442,0.407544085211159,0.521186048695002,1.80813581037796,0.657298954916097
"202579","IDN","Indonesia",1963,47473.208,47947.627,95420.835,2.4919,50.101,951.400913847773,0.0651115660432022,5.634,47.207,45.996,48.488,0.285166595696168,0.378372317090224,0.534171778635218,1.80461242793081,0.684375693732203
"202674","IDN","Indonesia",1964,48687.252,49141.286,97828.538,2.5247,51.365,977.739311104652,0.062425547032094,5.623,47.985,46.753,49.287,0.273402742606463,0.388847102486659,0.547650250018699,1.80108904548366,0.638468212570542
"202693","IDN","Indonesia",1965,49947.663,50382.147,100329.81,2.5533,52.678,990.427128630891,0.0671086688991039,5.612,48.752,47.494,50.078,0.293913229470799,0.393893049832669,0.561652526493124,1.79756566303652,0.677573008242121
"202794","IDN","Indonesia",1966,51254.167,51670.339,102924.506,2.5717,54.041,964.735105618115,0.0619871811675249,5.599,49.506,48.217,50.862,0.271482848663417,0.383675327591091,0.57617779633946,1.79340166559898,0.642530584888472
"202848","IDN","Indonesia",1967,52603.46,53002.306,105605.766,2.5786,55.449,934.41284118058,0.0634245671775157,5.582,50.246,48.923,51.639,0.277778112317472,0.371616157489759,0.591187656850358,1.78795643818065,0.678763865203117
"202929","IDN","Indonesia",1968,53991.14,54373.19,108364.33,2.5723,56.897,1017.90657079066,0.0694232133396663,5.556,50.974,49.612,52.405,0.304050149818633,0.404821628995253,0.606630269968961,1.77962844330557,0.682019502887592
"202950","IDN","Indonesia",1969,55411.449,55776.481,111187.93,2.5563,58.38,1105.03961907955,0.0818973786093509,5.521,51.688,50.284,53.161,0.358682766729538,0.439474458203566,0.622436958667026,1.76841768097373,0.74112617498337
"203014","IDN","Indonesia",1970,56859.824,57207.063,114066.887,2.5355,59.891,1230.74516020085,0.0856427334604126,5.474,52.388,50.942,53.904,0.375086151833848,0.489467574851715,0.638553539299592,1.75336322869955,0.695860818550252
"203096","IDN","Indonesia",1971,58333.7,58662.306,116996.006,2.5139,61.429,1247.22769504887,0.0908748970456308,5.413,53.074,51.585,54.633,0.398001255376776,0.496022681969222,0.654950929933034,1.73382447149263,0.728615131033229
"203179","IDN","Indonesia",1972,59832.559,60141.885,119974.444,2.4923,62.993,1364.04479936199,0.0985126465766326,5.338,53.746,52.215,55.346,0.431452010210267,0.542480865676406,0.671624411400837,1.70980140935298,0.722209758966205
"203249","IDN","Indonesia",1973,61356.335,61645.746,123002.081,2.472,64.583,1544.26277891074,0.108933116342967,5.251,54.402,52.833,56.043,0.477090136727584,0.614153589036952,0.688573311935524,1.68193465727098,0.70540530945001
"203326","IDN","Indonesia",1974,62905.816,63174.732,126080.548,2.4519,66.199,1548.87750132534,0.110873566317304,5.152,55.045,53.439,56.723,0.485588650078242,0.61598886498353,0.7058067619767,1.65022421524664,0.715831731188761
"203357","IDN","Indonesia",1975,64481.101,64728.997,129210.098,2.4278,67.842,1514.79973232225,0.113892027231494,5.043,55.672,54.034,57.385,0.498808486052859,0.602436130031013,0.723326177834126,1.61531069827034,0.75186194452842
"203447","IDN","Indonesia",1976,66079.502,66305.911,132385.413,2.4001,69.509,1616.28742293091,0.127325206138836,4.927,56.285,54.617,58.029,0.557641257727292,0.642797803109959,0.741101789012514,1.57815502882767,0.787763391166837
"203468","IDN","Indonesia",1977,67698.392,67902.866,135601.258,2.3731,71.198,1698.18768046134,0.165780172924354,4.806,56.883,55.189,58.656,0.7260609814759,0.675369550478525,0.759104289655745,1.53939782190903,0.976218205041494
"203572","IDN","Indonesia",1978,69337.836,69519.916,138857.752,2.3476,72.908,1740.39798967656,0.184476556987614,4.682,57.467,55.747,59.266,0.807944808254238,0.69215659815779,0.777334345933234,1.4996796925048,1.05996765154789
"203639","IDN","Indonesia",1979,70998.441,71157.645,142156.086,2.3212,74.64,1786.19172066142,0.182426238156276,4.557,58.037,56.294,59.861,0.798965106539851,0.710368773328897,0.795798625137173,1.45964125560538,1.02131387155195
"203656","IDN","Indonesia",1980,72679.283,72815.169,145494.452,2.2952,76.392,1897.75161726756,0.177656258673011,4.43,58.594,56.828,60.441,0.778074212748715,0.754736164571455,0.814487005970932,1.41896220371557,0.936140731255474
"203753","IDN","Indonesia",1981,74380.066,74492.329,148872.395,2.2636,78.166,1969.45827871241,0.183472563869212,4.301,59.137,57.349,61.005,0.803547658606704,0.783253916916218,0.833396941316168,1.37764253683536,0.931588984911943
"203796","IDN","Indonesia",1982,76096.088,76184.643,152280.731,2.2194,79.955,1860.02967421085,0.188763212595821,4.167,59.667,57.859,61.553,0.826718907250768,0.739734140932664,0.852477018568756,1.33472133247918,1.01483979106896
"203862","IDN","Indonesia",1983,77816.62,77881.627,155698.247,2.1599,81.75,1879.83501275544,0.183829943827177,4.028,60.184,58.356,62.087,0.805112861721548,0.747610727686787,0.871608486033218,1.29019859064702,0.977904670249339
"203916","IDN","Indonesia",1984,79527.911,79569.824,159097.735,2.0906,83.535,1971.19839117821,0.192290606777023,3.887,60.688,58.842,62.607,0.842167698478804,0.783945959961477,0.890639031630614,1.24503523382447,0.975501033470755
"204020","IDN","Indonesia",1985,81219.641,81239.23,162458.871,2.0189,85.3,1984.09176437422,0.20352228103321,3.745,61.181,59.317,63.114,0.891358625778571,0.789073656834873,0.909454880342846,1.19955156950673,1.0257705046087
"204047","IDN","Indonesia",1986,82886.99,82885.087,165772.077,1.9516,87.039,2068.93968964066,0.200268951205817,3.606,61.661,59.782,63.606,0.87711014355133,0.822817692200072,0.928002413929246,1.15502882767457,0.96797868110211
"204109","IDN","Indonesia",1987,84530.686,84508.398,169039.084,1.8905,88.755,2138.43197881288,0.19903089394403,3.472,62.13,60.237,64.086,0.871687872270272,0.850454788287835,0.946291322635649,1.11210762331839,0.930732873039616
"204170","IDN","Indonesia",1988,86152.952,86112.155,172265.107,1.838,90.448,2226.89398614189,0.209218225487765,3.346,62.587,60.682,64.553,0.916304932373351,0.885636144748973,0.964350800356926,1.07174887892377,0.939506895208053
"204229","IDN","Indonesia",1989,87758.543,87702.071,175460.614,1.792,92.126,2387.61198205379,0.203549954521418,3.229,63.033,61.117,65.008,0.891479826279538,0.949553721057935,0.982239447609188,1.03427290198591,0.852525268139788
"204343","IDN","Indonesia",1990,89350.936,89282.303,178633.239,1.7497,93.792,2514.45698026822,0.22832816685365,3.122,63.469,61.543,65.451,1,1,1,1,0.908061536329384
"204399","IDN","Indonesia",1991,90932.931,90853.398,181786.329,1.7074,95.447,2694.30924894128,0.269618734640931,3.023,63.894,61.96,65.883,1.18083869527033,1.07152728007853,1.01765119424387,0.968289557975657,1.00069706083991
"204452","IDN","Indonesia",1992,92503.374,92413.474,184916.848,1.6638,97.091,2841.61508043826,0.298745087846187,2.931,64.308,62.367,66.303,1.30840225261245,1.13011083615164,1.03517603462366,0.938821268417681,1.05132144709801
"204520","IDN","Indonesia",1993,94057.658,93961.62,188019.278,1.6177,98.72,2997.71836398806,0.317057913603944,2.844,64.713,62.764,66.713,1.38860622398447,1.19219314051191,1.05254363103162,0.910954516335682,1.05766411352313
"204547","IDN","Indonesia",1994,95589.278,95496.395,191085.673,1.5716,100.33,3170.31398022324,0.315983919945688,2.764,65.108,63.151,67.111,1.38390249569262,1.26083444859138,1.06970950126477,0.885329916720051,0.996695980009647
"204663","IDN","Indonesia",1995,97095.467,97017.089,194112.556,1.5262,101.919,3373.5941444021,0.316012530379539,2.691,65.493,63.529,67.5,1.38402779969802,1.34167900698871,1.08665418086048,0.861947469570788,0.936723615387784
"204706","IDN","Indonesia",1996,98572.865,98525.022,197097.887,1.4869,103.487,3576.15277795999,0.350450230854073,2.628,65.87,63.899,67.879,1.53485325828722,1.42223661252638,1.10336624977169,0.841768097373479,0.979964371248105
"204743","IDN","Indonesia",1997,100028.481,100021.963,200050.444,1.4592,105.037,3684.21980844338,0.379859191914615,2.575,66.237,64.26,68.248,1.66365454227157,1.46521489027439,1.11989484778922,0.824791800128123,1.03104378040655
"204848","IDN","Indonesia",1998,101482.511,101508.411,202990.922,1.4457,106.581,3151.02715686811,0.282401791347103,2.534,66.596,64.614,68.607,1.23682415200272,1.25316407542275,1.13635582681228,0.811659192825112,0.89622138207082
"204882","IDN","Indonesia",1999,102961.976,102984.855,205946.831,1.4423,108.133,3126.60595287604,0.320427363118785,2.503,66.946,64.96,68.958,1.40336327109465,1.24345175813766,1.15290318953462,0.801729660474055,1.02484089120356
"204960","IDN","Indonesia",2000,104486.01,104452.688,208938.698,1.4406,109.704,3229.19472295924,0.343808976927769,2.484,67.289,65.3,69.3,1.50576681653183,1.28425133072461,1.16965184738099,0.795643818065343,1.06468951681149
"205043","IDN","Indonesia",2001,106060.143,105910.228,211970.371,1.437,111.296,3298.98131781749,0.379402081623945,2.475,67.624,65.635,69.634,1.6616525540939,1.31200547223742,1.1866233416951,0.792761050608584,1.15005829094827
"205115","IDN","Indonesia",2002,107677.969,107360.316,215038.285,1.4347,112.907,3399.23032214186,0.388991197544195,2.474,67.951,65.965,69.961,1.70364963247624,1.35187451955502,1.20379771538487,0.792440743113389,1.14435081085971
"205144","IDN","Indonesia",2003,109331.439,108814.178,218145.617,1.4328,114.538,3512.7432318417,0.396019875109386,2.479,68.271,66.289,70.281,1.73443285848837,1.39701862446141,1.22119275349421,0.794042280589366,1.12738065088167
"205230","IDN","Indonesia",2004,111007.292,110286.505,221293.797,1.4299,116.191,3639.67299624035,0.416071309942773,2.486,68.582,66.606,70.592,1.82225134847011,1.44749861493041,1.23881646125221,0.796284433055734,1.14315574605894
"205253","IDN","Indonesia",2005,112693.896,111787.005,224480.901,1.4281,117.864,3799.1793524289,0.415456279730452,2.493,68.883,66.912,70.894,1.81955772454804,1.51093432190024,1.256658067987,0.798526585522101,1.09354216053223
"205327","IDN","Indonesia",2006,114390.107,113319.714,227709.821,1.4228,119.56,3957.17071893251,0.413311114938692,2.495,69.171,67.204,71.185,1.81016262966631,1.57376751719586,1.27473376329475,0.799167200512492,1.04446116757426
"205378","IDN","Indonesia",2007,116093.471,114879.337,230972.808,1.4061,121.273,4156.34822852769,0.443394185171789,2.49,69.445,67.479,71.464,1.94191628339918,1.65298044911643,1.29300016779072,0.797565663036515,1.06678786471376
"205496","IDN","Indonesia",2008,117789.018,116454.471,234243.489,1.3751,122.99,4353.70958573216,0.4800944541942,2.479,69.705,67.737,71.731,2.1026510255387,1.73147109689972,1.311309643778,0.794042280589366,1.10272503193036
"205541","IDN","Indonesia",2009,119458.263,118028.631,237486.894,1.3341,124.693,4500.4156885007,0.520293974622448,2.46,69.951,67.977,71.987,2.27871130308656,1.78981614074806,1.3294664270181,0.787956438180653,1.15610203731154
"205605","IDN","Indonesia",2010,121087.496,119588.989,240676.485,1.2901,126.368,4722.03698105485,0.491738941592071,2.434,70.185,68.202,72.232,2.15364993451402,1.87795496924793,1.34732195613382,0.779628443305573,1.04137037377082
"205665","IND","India",1960,232520.076,217075.413,449595.489,1.9888,136.769,753.248847926267,0.0731390790266581,5.87,41.391,42.329,40.391,0.337453221465513,0.575517515171786,0.517436185011533,1.51366683857659,0.970981624837711
"205740","IND","India",1961,237331.391,221295.296,458626.687,2.0151,139.516,758.432432432432,0.0775380085982655,5.856,42.119,43.052,41.125,0.357749251641088,0.579478017312459,0.527830125238997,1.51005673027334,1.02234563400179
"205763","IND","India",1962,242298.225,225663.919,467962.144,2.042,142.356,758.15859030837,0.083605053318159,5.842,42.86,43.784,41.876,0.385741725879889,0.579268789061763,0.538574234941173,1.50644662197009,1.10273832397195
"205888","IND","India",1963,247423.995,230191.997,477615.992,2.0704,145.293,778.969827586207,0.0879765349230601,5.826,43.613,44.526,42.644,0.405911115073503,0.595169552267396,0.549684778534285,1.50232078390923,1.12939592532965
"205929","IND","India",1964,252713.408,234893.998,487607.406,2.0994,148.332,821.227848101266,0.0842522067845705,5.807,44.375,45.273,43.425,0.388727599163083,0.627456665656099,0.561183824386658,1.49742135121196,1.02592973410932
"205989","IND","India",1965,258171.344,239780.988,497952.332,2.1268,151.479,770.750515463918,0.0908942424633529,5.781,45.141,46.019,44.214,0.419372999224479,0.588889611578387,0.57308972463395,1.49071686436307,1.17929525364824
"206023","IND","India",1966,263797.563,244858.684,508656.247,2.1522,154.735,762.034343434343,0.0920877316975132,5.747,45.903,46.757,45.005,0.424879587387902,0.582230046572638,0.585408782715709,1.48194945848375,1.20844595116923
"206134","IND","India",1967,269595.456,250126.79,519722.246,2.1771,158.102,807.013833992095,0.0903751962928291,5.701,46.655,47.48,45.791,0.416978194632139,0.616596490956532,0.598144560644969,1.47008767405879,1.11987171082019
"206179","IND","India",1968,275577.851,255583.135,531160.986,2.2015,161.582,808.700772200772,0.0961798801992585,5.642,47.394,48.185,46.568,0.443760173703815,0.617885391017619,0.611309323485681,1.45487364620939,1.18931356943703
"206230","IND","India",1969,281761.005,261222.929,542983.934,2.2248,165.178,844.748582230624,0.0957873644931822,5.573,48.119,48.869,47.338,0.441949162528203,0.645427611776244,0.624916268524913,1.43708096957194,1.13391565855308
"206285","IND","India",1970,288156.145,267043.623,555199.768,2.245,168.894,867.992606284658,0.0958501841448896,5.494,48.836,49.537,48.109,0.442239003391967,0.663187138396164,0.638975383209879,1.41670964414647,1.10427420061981
"206352","IND","India",1971,294765.478,273039.583,567805.061,2.2626,172.729,856.205776173285,0.0988737224376378,5.41,49.554,50.194,48.895,0.456189175457168,0.654181446324912,0.653482723431152,1.39504899432697,1.15478924797194
"206430","IND","India",1972,301584.407,279214.366,580798.773,2.28,176.682,833.802469135802,0.102286717468668,5.323,50.281,50.846,49.703,0.471936245059277,0.637064267011145,0.668437092260281,1.37261474987107,1.22674999481212
"206524","IND","India",1973,308608.174,285584.795,594192.969,2.2975,180.756,853.158620689655,0.102961501047314,5.238,51.015,51.496,50.53,0.475049599717777,0.651853276348803,0.683852375218195,1.35069623517277,1.20682717785919
"206529","IND","India",1974,315828.98,292173.592,608002.572,2.3134,184.957,843.41652613828,0.10405383614068,5.156,51.75,52.137,51.366,0.480089477182489,0.644409858328036,0.699745747077279,1.32955131511088,1.2337182508992
"206605","IND","India",1975,323238.597,298993.758,622232.355,2.3274,189.286,897.33607907743,0.110531057164329,5.077,52.47,52.762,52.191,0.509974446061818,0.685606930467138,0.71612270104859,1.3091799896854,1.23176878475641
"206685","IND","India",1976,330833.962,306049.755,636883.717,2.3358,193.743,889.358064516129,0.112948404991174,5,53.159,53.359,52.979,0.521127742253504,0.679511352453358,0.732984847231073,1.28932439401753,1.26999922188399
"206740","IND","India",1977,338608.761,313326.38,651935.141,2.3353,198.322,936.646687697161,0.132048411852675,4.922,53.8,53.917,53.709,0.609252434705236,0.71564208266817,0.750307421865604,1.26921093347086,1.40979959238771
"206844","IND","India",1978,346546.857,320792.165,667339.022,2.3244,203.007,965.578703703704,0.129962428601995,4.843,54.383,54.43,54.366,0.599628007145672,0.737747502420005,0.768035636703213,1.24883960804538,1.34595375916529
"206865","IND","India",1979,354628.344,328404.195,683032.539,2.3059,207.782,895.346385542169,0.132528093218704,4.762,54.903,54.896,54.944,0.611465615735097,0.68408671110999,0.786097191510969,1.2279525528623,1.48018795137541
